name,gender,age,standard,caste,dropoutStatus,dropoutReason,dropoutPrediction,dropoutFeedback
Alfi Lindstedt,Female,2,12,General,true,Lack of resources (books,3,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse
Butch Cupitt,Polygender,60,8,ST,true,parental divorce,5,non sodales sed tincidunt eu felis fusce posuere felis sed
Gasper Ilchuk,Male,112,7,OBC,false,etc.) Financial constraints Family issues (e.g.,10,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis
Auberon Blaine,Male,80,7,OBC,false,poor facilities,4,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
Hillard Springthorpe,Male,93,11,OBC,true,race,3,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non
Mack Hassen,Male,69,0,General,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,5,turpis enim blandit mi in porttitor pede justo eu massa donec
Roze Laffling,Female,14,10,OBC,true,Lack of resources (books,1,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est
Lavina Reinbeck,Female,3,5,SC,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,3,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis
Gabie Gruszczak,Female,70,10,OBC,false,etc.) Financial constraints Family issues (e.g.,6,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis
Judon Romain,Male,90,8,SC,false,poor facilities,1,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis
Mendie Karoly,Male,18,1,OBC,true,stationery,4,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra
Ingamar Paige,Male,87,2,SC,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,7,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim
Orelee Joan,Female,114,12,ST,false,parental divorce,1,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla
Josias Stobo,Male,103,7,SC,false,poor facilities,6,in faucibus orci luctus et ultrices posuere cubilia curae mauris
Laraine Alberts,Female,3,2,ST,false,poor facilities,1,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis
Ryley Alchin,Male,26,8,SC,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,4,lobortis ligula sit amet eleifend pede libero quis orci nullam
Carolus Jewks,Male,34,7,General,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,6,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in
Sallyanne Asals,Female,67,12,General,true,race,4,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam
Michaela Pound,Female,78,9,ST,true,parental divorce,5,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam
Brittni Gull,Female,19,3,ST,false,race,3,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper
Ches Ginnell,Male,52,11,SC,false,Lack of resources (books,3,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum
Polly Remington,Female,38,7,ST,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,7,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien
Hailee Daulby,Genderqueer,119,8,ST,false,or ethnicity Cultural or religious factors Mental health disorders (e.g.,10,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat
Ban Bernaert,Male,30,9,OBC,true,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,8,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy
Marlee Colten,Female,89,3,OBC,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,10,odio odio elementum eu interdum eu tincidunt in leo maecenas
Pietrek Rossander,Genderfluid,94,6,OBC,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,8,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis
Isadore Downes,Male,34,0,SC,true,poor teaching quality,10,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis
Bren Conroy,Male,96,5,ST,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,10,sed sagittis nam congue risus semper porta volutpat quam pede lobortis
Alick Ondrusek,Male,104,3,General,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,8,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus
Archibaldo Venediktov,Male,76,12,ST,false,or ethnicity Cultural or religious factors Mental health disorders (e.g.,9,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient
Tonye Romeril,Female,17,12,SC,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,7,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis
Sheppard Bagnold,Male,105,4,SC,false,parental divorce,2,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra
Darnell Welch,Male,16,1,OBC,true,poor facilities,3,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet
Christel Hagard,Female,56,11,SC,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,7,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum
Ange Dust,Female,29,7,SC,true,parental divorce,4,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id
Maxy Stickland,Male,10,6,OBC,true,poor teaching quality,10,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id
David Clubley,Male,81,12,SC,true,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,8,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum
Shoshana Horning,Female,9,8,General,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,0,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi
Charlena Ingman,Female,13,5,General,false,Lack of resources (books,1,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
Belinda Beilby,Female,44,2,OBC,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,10,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi
Neils Purdon,Male,13,2,SC,true,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,3,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt
Guinna McGuigan,Female,54,6,SC,false,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,6,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper
Vinson Bibey,Male,80,4,General,true,race,1,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt
Opal Morehall,Genderfluid,40,9,ST,false,race,8,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien
Howie Cave,Male,14,6,OBC,false,depression,2,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut
Aldis Crowdson,Genderfluid,41,2,SC,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,6,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
Colver Urrey,Non-binary,54,6,SC,false,depression,5,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi
Pedro Scard,Male,48,12,General,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,2,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet
Falito O'Dee,Male,120,10,ST,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,3,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque
Justinn Stooders,Non-binary,113,0,OBC,true,etc.) Financial constraints Family issues (e.g.,4,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis
Thacher MacLaig,Male,62,4,ST,false,etc.) Financial constraints Family issues (e.g.,10,nulla ut erat id mauris vulputate elementum nullam varius nulla
Sherwynd Comley,Male,78,9,OBC,false,parental divorce,7,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales
Maryann Symcock,Female,98,1,ST,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,8,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit
