Name,Gender,DateOfBirth,Age,Standard,Caste,DropoutStatus,DropoutReason,DropoutPrediction,SchoolJoiningDate,StreamAfter10th,DateLeftSchool
Koralle Brudenell,Female,11/4/1992,26,7,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,2/18/1997,Science,2/4/2021
Clareta Gasking,Female,5/27/1994,13,7,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/11/2012,Science,5/22/2018
Bianka Schimoni,Female,10/2/1907,54,11,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/25/2016,Commerce,8/9/2019
Zacharie Hoggin,Male,5/6/2013,7,6,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/19/1996,Science,2/11/2007
Arlen Corsor,Male,9/22/1971,24,8,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/6/1999,Other,9/13/2007
Carmencita Kynder,Female,4/2/1978,104,3,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/16/2000,Science,3/1/1992
Hoyt Jojic,Male,3/16/1948,0,7,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/5/1991,Other,8/8/2003
Odelia Fright,Female,11/14/1964,111,11,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/20/2021,Science,5/24/1997
Clemence Skeath,Female,9/1/1932,70,1,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/28/2010,Other,10/12/1998
Alberta Brombell,Bigender,7/5/1904,6,0,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/5/2001,Arts,2/5/2016
Angelico Antonio,Male,10/1/1917,43,4,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/21/2023,Other,7/2/2019
Alice Roebottom,Female,10/6/1917,58,3,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/25/2011,Arts,1/26/2004
Shane Backman,Female,8/23/1959,49,10,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/5/2003,Science,2/18/1999
Alexandros Futter,Male,7/14/1958,46,5,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/21/2007,Other,3/17/2021
Giuditta Smewin,Female,4/25/1918,90,1,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/13/2004,Other,4/13/2020
Verena Ketteman,Female,9/15/2016,3,5,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/14/1990,Other,5/21/1998
Lewes Frankom,Male,3/26/1936,39,5,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,2/24/2018,Commerce,9/21/1999
Morton Ivashchenko,Male,9/22/1939,118,4,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/4/1990,Other,3/19/2005
Pauletta Lammiman,Female,11/10/1966,45,4,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/25/1999,Commerce,2/23/2018
Micaela Sillwood,Female,2/11/1952,41,0,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/23/2006,Science,1/15/2009
Marlon Hold,Male,1/22/2010,6,7,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/20/2013,Science,1/24/2014
Bibby Dymott,Female,6/12/1940,96,7,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/24/2005,Science,4/16/1993
Terri Tremoille,Female,7/18/1904,56,10,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,6/17/2008,Arts,3/26/2013
Carri Collinson,Female,10/4/1945,99,5,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/15/1991,Science,4/19/2010
Christos Thouless,Male,6/15/1925,2,7,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/4/2003,Commerce,10/20/1994
Tracy Belderfield,Male,7/22/1957,58,8,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/15/2015,Arts,3/19/1995
Buddy Mytton,Male,11/27/1967,3,1,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/14/2003,Science,12/17/2011
Mabel Drakard,Female,4/24/1984,66,3,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/21/2013,Science,3/25/2011
Tedi Merrilees,Female,7/27/1921,81,2,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/23/2011,Science,10/19/1993
Rock Seer,Male,2/13/1981,73,6,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/24/1998,Commerce,7/19/1998
Eleonore Jephson,Female,1/27/1931,45,3,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/4/2012,Science,10/1/2008
Benny Nettles,Male,7/26/1952,3,4,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/17/1996,Arts,12/31/2003
Briant Esmonde,Male,12/16/1902,56,2,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/31/2005,Commerce,8/13/1999
Margarethe Anlay,Female,10/22/1915,21,9,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/19/2008,Other,3/2/2014
Micaela Brayshay,Female,5/31/2003,37,3,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/15/2020,Science,11/7/2018
Rebekkah Wheway,Female,6/12/1936,65,11,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/14/2021,Science,1/4/1999
Manda Taylot,Female,1/19/2019,38,10,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/16/2020,Commerce,2/25/2003
Elvira Gemmill,Female,12/22/1952,61,1,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/13/1990,Science,3/19/1993
Thomasin Lacroutz,Female,4/12/1977,37,11,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/1/2015,Arts,12/19/2023
Darb Keniwell,Male,8/1/1970,120,12,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/24/2021,Arts,7/14/1997
Etty Edlin,Female,7/19/1924,19,6,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,9/18/1998,Other,3/24/2008
Burch Bonnefin,Male,8/20/1992,64,8,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/16/2016,Arts,8/13/2014
Darcy Lidgate,Male,9/2/1944,74,3,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/8/1993,Arts,2/22/1993
Belvia Vaughten,Female,7/8/1928,116,4,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/5/1994,Commerce,12/30/1991
Melinda Volcker,Female,10/9/1918,111,7,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,6/18/2009,Science,6/19/1999
Goldy McTerlagh,Female,7/15/1959,13,9,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/31/2021,Other,5/31/2021
Mahalia Clair,Female,5/11/2021,22,9,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/30/1990,Science,7/14/2006
Aloise Casely,Female,3/2/1986,74,8,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/21/2008,Other,3/3/1996
Gabriele Bingley,Male,4/12/1925,95,10,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/27/2008,Other,1/31/1993
Hilde MacIlurick,Female,2/13/2018,42,3,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/4/2020,Arts,12/9/2012
Gleda Jouhning,Female,11/21/1935,15,8,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/20/2002,Science,10/5/2018
Jourdan Caccavari,Female,5/24/1912,105,8,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/19/1996,Science,9/14/2008
Ronny Mirralls,Male,6/28/1993,89,7,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/29/2021,Arts,8/16/2004
Fanchon Heintz,Female,12/17/2010,73,10,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/9/2022,Other,8/23/2018
Georgeta Tomsen,Female,8/23/1908,109,8,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/14/2000,Other,2/23/1991
Selina Cromwell,Female,6/24/1907,3,6,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/16/2012,Commerce,5/26/2000
Emmett Packe,Male,10/13/1914,0,2,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/29/2000,Other,5/16/2003
Lexine Costock,Female,7/16/1928,57,12,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/5/2019,Arts,1/20/2009
Travis Ceillier,Male,4/13/1986,105,4,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/23/2002,Arts,3/6/2012
Karina Kun,Female,9/30/1929,76,10,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/8/2008,Commerce,12/10/1993
Roddie Archley,Male,5/16/2005,2,3,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/13/2021,Arts,2/27/2011
Sunny Phoenix,Male,7/19/1940,61,8,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/9/2004,Commerce,9/16/1997
Nickie Masedon,Female,9/4/1908,92,1,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/7/1994,Other,2/19/2011
Andros Calveley,Male,12/16/1951,105,9,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/2/1996,Commerce,8/10/1999
Aundrea Brosi,Female,1/19/1988,71,6,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/14/1992,Arts,11/8/2020
Morten Berthot,Male,6/9/2014,120,9,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/9/2004,Other,1/30/2008
Solly Clover,Male,10/2/1986,49,1,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,6/25/2022,Science,6/22/1991
Marys Orth,Female,5/28/1905,82,8,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/23/2002,Arts,4/14/2020
Rodrigo Cavil,Male,11/14/1995,42,7,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/12/2012,Arts,6/19/1994
Berty Rollett,Female,11/2/1997,94,10,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/25/2023,Other,8/14/2004
Zelig Freyn,Male,4/6/1962,9,3,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,9/23/2019,Other,11/11/2016
Norry Eccott,Female,10/31/1908,18,8,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/2/2010,Science,1/26/2005
Frants Lambdon,Male,8/31/1950,41,10,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/1/2015,Science,11/18/1996
Valentin Dart,Male,12/18/1911,100,6,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/15/1998,Science,5/27/2006
Jacky Stiven,Bigender,11/5/2000,120,7,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,2/21/2019,Other,5/16/1999
Skippy Shackell,Male,2/20/1978,90,0,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/27/2004,Other,9/7/2022
Audra Billsberry,Female,7/31/1951,70,3,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/29/1990,Science,11/26/1992
Rheta Banfill,Female,4/2/1968,16,12,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/28/2009,Commerce,7/20/2013
Michaella Gorvin,Female,8/6/2013,32,0,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/28/2019,Commerce,9/19/2007
Shayne Charity,Female,11/27/1941,45,4,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/8/2022,Arts,8/8/2015
Melli Strover,Female,10/13/1905,113,4,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,9/19/2022,Science,9/8/2007
Joli Lunck,Female,8/22/1933,57,4,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/25/2003,Commerce,1/29/2007
Christyna Prince,Female,7/25/1933,40,1,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/23/2021,Commerce,7/11/1992
Liz Calender,Female,8/19/1907,52,8,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/17/2004,Other,1/23/2011
Mariska Geekie,Female,3/15/1912,92,4,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/11/2003,Other,12/18/2013
